id	year	month	day	deaths	wounded	latitude	longitude	group	text	link
3154	1974	3	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3155	1974	4	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3156	1974	4	3	1	0	43.1839	-2.265466	Baskický separatismus		
3157	1974	4	6	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3158	1974	4	9	1		55.232182	-2.183365	Konflikt v Severním Irsku		
3159	1974	4	10	1		54.190675	-7.562948	Konflikt v Severním Irsku		
3160	1974	4	11	1		54.253718	-7.44106	Konflikt v Severním Irsku		
3161	1974	4	11	1		54.502852	-6.769568	Konflikt v Severním Irsku		
3162	1974	4	13	1		51.315391	-0.164568	Ostatní		
3163	1974	4	14	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3164	1974	4	16	1		54.192934	-6.576051	Konflikt v Severním Irsku		
3165	1974	4	16	1		54.42071	-6.443767	Konflikt v Severním Irsku		
3166	1974	4	18	1		54.692009	-6.6703	Konflikt v Severním Irsku		
3167	1974	4	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3168	1974	4	21	1	0	43.256963	-2.923441	Baskický separatismus		
3169	1974	4	21	1		54.190675	-7.562948	Konflikt v Severním Irsku		
3170	1974	4	22	1		54.077313	-6.608787	Konflikt v Severním Irsku		
3171	1974	5	2	1		54.409928	-7.172562	Konflikt v Severním Irsku		
3172	1974	5	8	1		54.671804	-5.957181	Konflikt v Severním Irsku		
3173	1974	5	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3174	1974	5	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3175	1974	5	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3176	1974	5	24	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3177	1974	5	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3178	1974	5	31	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3179	1974	6	2	1	0	43	-2.166667	Baskický separatismus		
3180	1974	6	2	1		54.103436	-6.193593	Konflikt v Severním Irsku		
3181	1974	6	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3182	1974	6	5	1	0	52.505803	13.331741	Ostatní		
3183	1974	6	5	1		54.502852	-6.769568	Konflikt v Severním Irsku		
3184	1974	6	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3185	1974	6	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3186	1974	6	18	1		54.467967	-6.337967	Konflikt v Severním Irsku		
3187	1974	6	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3188	1974	6	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3189	1974	6	24	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3190	1974	6	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3191	1974	7	0	1				Ostatní		
3192	1974	7	2	1		54.192934	-6.576051	Konflikt v Severním Irsku		
3193	1974	7	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3194	1974	7	12	1		54.65548	-5.674815	Konflikt v Severním Irsku		
3195	1974	7	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3196	1974	7	17	1	41	51.500152	-0.126236	Konflikt v Severním Irsku		
3197	1974	7	17	1		51.500152	-0.126236	Konflikt v Severním Irsku		
3198	1974	7	20	1		54.823432	-7.468374	Konflikt v Severním Irsku		
3199	1974	7	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3200	1974	7	23	1		54.981084	-6.682382	Konflikt v Severním Irsku		
3201	1974	7	29	1		54.597269	-5.930109	Ostatní		
3202	1974	7	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3203	1974	7	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3204	1974	8	3	1		54.684823	-5.965868	Konflikt v Severním Irsku		
3205	1974	8	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3206	1974	8	10	1		54.317811	-7.536546	Konflikt v Severním Irsku		
3207	1974	8	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3208	1974	8	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3209	1974	8	23	1		54.600305	-7.298402	Konflikt v Severním Irsku		
3210	1974	8	23	1		54.502852	-6.769568	Konflikt v Severním Irsku		
3211	1974	8	26	1		54.448118	-6.387579	Konflikt v Severním Irsku		
3212	1974	9	7	1		54.502852	-6.769568	Konflikt v Severním Irsku		
3213	1974	9	11	1	0	43.256963	-2.923441	Baskický separatismus		
3214	1974	9	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3215	1974	9	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3216	1974	9	16	1		54.594562	-6.931393	Konflikt v Severním Irsku		
3217	1974	9	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3218	1974	9	22	1		54.560124	-5.983657	Konflikt v Severním Irsku		
3219	1974	9	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3220	1974	9	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3221	1974	9	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3222	1974	9	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3223	1974	10	2	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3224	1974	10	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3225	1974	10	5	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3226	1974	10	8	1		54.577389	-6.677339	Konflikt v Severním Irsku		
3227	1974	10	10	1		54.684823	-5.965868	Konflikt v Severním Irsku		
3228	1974	10	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3229	1974	10	12	1		54.713641	-5.808233	Konflikt v Severním Irsku		
3230	1974	10	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3231	1974	10	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3232	1974	10	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3233	1974	10	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3234	1974	10	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3235	1974	10	27	1		54.42071	-6.443767	Konflikt v Severním Irsku		
3236	1974	10	29	1	0	43.320812	-1.984447	Baskický separatismus		
3237	1974	10	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3238	1974	11	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3239	1974	11	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3240	1974	11	7	1	19	51.500152	-0.126236	Ostatní		
3241	1974	11	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3242	1974	11	10	1	0	52.516667	13.IV	Ostatní		
3243	1974	11	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3244	1974	11	12	1		54.980102	-7.276337	Konflikt v Severním Irsku		
3245	1974	11	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3246	1974	11	12	1		53.819883	-0.901668	Konflikt v Severním Irsku		
3247	1974	11	14	1		52.405838	-1.512661	Konflikt v Severním Irsku		
3248	1974	11	15	1		54.823432	-7.468374	Konflikt v Severním Irsku		
3249	1974	11	15	1		54.855103	-5.811254	Konflikt v Severním Irsku		
3250	1974	11	15	1		54.077313	-6.608787	Konflikt v Severním Irsku		
3251	1974	11	16	1		54.18006	-6.33393	Konflikt v Severním Irsku		
3252	1974	11	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3253	1974	11	20	1		54.448118	-6.387579	Konflikt v Severním Irsku		
3254	1974	11	20	1		54.536706	-6.70361	Konflikt v Severním Irsku		
3255	1974	11	21	1		54.597269	-5.930109	Ostatní		
3256	1974	11	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3257	1974	11	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3258	1974	11	23	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3259	1974	11	23	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3260	1974	11	23	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3261	1974	11	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3262	1974	11	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3263	1974	11	25	1		54.595016	-5.703109	Konflikt v Severním Irsku		
3264	1974	11	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3265	1974	12	1	1		54.18006	-6.33393	Konflikt v Severním Irsku		
3266	1974	12	2	1		54.190675	-7.562948	Konflikt v Severním Irsku		
3267	1974	12	17	1		51.500152	-0.126236	Konflikt v Severním Irsku		
3268	1974	12	19	1	0	48.856614	2.352222	Ostatní		
3269	1974	12	21	1		54.518634	-5.888133	Konflikt v Severním Irsku		
3270	1974	12	30	1		54.684823	-5.965868	Konflikt v Severním Irsku		
3271	1973	1	2	1		54.595455	-5.797763	Konflikt v Severním Irsku		
3272	1973	1	4	1		54.892986	-7.020812	Konflikt v Severním Irsku		
3273	1973	1	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3274	1973	1	11	1		49.4447	7.769004	Arabský a islámský terorismus		
3275	1973	1	14	1		54.542956	-6.926293	Konflikt v Severním Irsku		
3276	1973	1	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3277	1973	1	20	1		53.344104	-6.267494	Konflikt v Severním Irsku		
3278	1973	1	26	1	0	40.416691	-3.700345	Arabský a islámský terorismus		
3279	1973	1	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3280	1973	1	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3281	1973	1	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3282	1973	1	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3283	1973	1	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3284	1973	2	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3285	1973	2	1	1		54.823432	-7.468374	Konflikt v Severním Irsku		
3286	1973	2	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3287	1973	2	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3288	1973	2	2	1		54.597269	-5.930109	Ostatní		
3289	1973	2	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3290	1973	2	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3291	1973	2	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3292	1973	2	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3293	1973	2	5	1		54.467967	-6.337967	Konflikt v Severním Irsku		
3294	1973	2	6	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3295	1973	2	7	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3296	1973	2	7	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3297	1973	2	8	1		54.502852	-6.769568	Konflikt v Severním Irsku		
3298	1973	2	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3299	1973	2	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3300	1973	2	19	1		54.625869	-5.982754	Konflikt v Severním Irsku		
3301	1973	2	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3302	1973	2	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3303	1973	2	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3304	1973	2	25	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3305	1973	2	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3306	1973	3	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3307	1973	3	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3308	1973	3	2	1	2	41.387917	2.169919	Ostatní		
3309	1973	3	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3310	1973	3	2	1		54.625869	-5.982754	Konflikt v Severním Irsku		
3311	1973	3	3	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3312	1973	3	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3313	1973	3	6	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3314	1973	3	6	1		54.081638	-6.448779	Konflikt v Severním Irsku		
3315	1973	3	8	1	238	51.500152	-0.126236	Konflikt v Severním Irsku		
3316	1973	3	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3317	1973	3	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3318	1973	3	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3319	1973	3	13	1		54.077313	-6.608787	Konflikt v Severním Irsku		
3320	1973	3	15	1		54.684823	-5.965868	Konflikt v Severním Irsku		
3321	1973	3	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3322	1973	3	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3323	1973	3	17	1		54.502852	-6.769568	Konflikt v Severním Irsku		
3324	1973	3	19	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3325	1973	3	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3326	1973	3	23	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3327	1973	3	27	1		54.462881	-7.028646	Konflikt v Severním Irsku		
3328	1973	3	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3329	1973	4	3	1		54.456438	-5.448951	Konflikt v Severním Irsku		
3330	1973	4	9	1	0	35.171435	33.369906	Arabský a islámský terorismus		
3331	1973	4	11	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3332	1973	4	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3333	1973	4	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3334	1973	4	22	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
3335	1973	4	27	1	0	41.89052	12.494249	Arabský a islámský terorismus		
3336	1973	4	27	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3337	1973	4	28	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3338	1973	4	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3339	1973	5	1	1	0	40.416691	-3.700345	Extrémní levice		
3340	1973	5	2	1		54.684823	-5.965868	Konflikt v Severním Irsku		
3341	1973	5	2	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3342	1973	5	4	1	0	54.536706	-6.70361	Konflikt v Severním Irsku		
3343	1973	5	10	1		54.414416	-6.976641	Konflikt v Severním Irsku		
3344	1973	5	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3345	1973	5	14	1		54.42071	-6.443767	Konflikt v Severním Irsku		
3346	1973	5	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3347	1973	5	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3348	1973	5	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3349	1973	5	19	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3350	1973	5	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3351	1973	5	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3352	1973	5	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3353	1973	5	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3354	1973	5	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3355	1973	6	2	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
3356	1973	6	5	1		54.346531	-7.640404	Konflikt v Severním Irsku		
3357	1973	6	5	1		54.409928	-7.172562	Konflikt v Severním Irsku		
3358	1973	6	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3359	1973	6	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3360	1973	6	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3361	1973	6	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3362	1973	6	17	1		54.671804	-5.957181	Konflikt v Severním Irsku		
3363	1973	6	21	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3364	1973	6	21	1		54.823432	-7.468374	Konflikt v Severním Irsku		
3365	1973	6	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3366	1973	6	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3367	1973	6	26	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3368	1973	6	28	1	0	48.856614	2.352222	Ostatní		
3369	1973	6	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3370	1973	7	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3371	1973	7	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3372	1973	7	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3373	1973	7	6	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3374	1973	7	12	1		54.192934	-6.576051	Konflikt v Severním Irsku		
3375	1973	7	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3376	1973	7	17	1		54.623941	-6.211765	Konflikt v Severním Irsku		
3377	1973	7	18	1		54.409928	-7.172562	Konflikt v Severním Irsku		
3378	1973	7	20	1		54.347539	-6.656108	Konflikt v Severním Irsku		
3379	1973	7	20	1		54.122472	-6.388859	Konflikt v Severním Irsku		
3380	1973	7	20	1	1	52.370216	4.895168	Ostatní		
3381	1973	7	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3382	1973	8	2	1	0	48.56214	2.246488	Ostatní		
3383	1973	8	9	1		54.70333	-6.095585	Konflikt v Severním Irsku		
3384	1973	8	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3385	1973	8	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3386	1973	8	15	1		54.347539	-6.656108	Konflikt v Severním Irsku		
3387	1973	8	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3388	1973	8	18	1		54.42071	-6.443767	Konflikt v Severním Irsku		
3389	1973	8	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3390	1973	8	23	1		54.19404	-6.144144	Konflikt v Severním Irsku		
3391	1973	8	23	1		54.347539	-6.656108	Konflikt v Severním Irsku		
3392	1973	8	24	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3393	1973	8	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3394	1973	8	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3395	1973	8	28	1		54.347539	-6.656108	Konflikt v Severním Irsku		
3396	1973	8	30	1		54.547617	-7.81769	Konflikt v Severním Irsku		
3397	1973	8	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3398	1973	9	5	1		54.296399	-7.871465	Konflikt v Severním Irsku		
3399	1973	9	7	1		54.296399	-7.871465	Konflikt v Severním Irsku		
3400	1973	9	15	1		54.863117	-6.278343	Konflikt v Severním Irsku		
3401	1973	9	16	1		54.510893	-6.042726	Konflikt v Severním Irsku		
3402	1973	9	22	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3403	1973	9	25	1		52.482961	-1.893592	Konflikt v Severním Irsku		
3404	1973	9	25	1		54.673252	-7.627484	Konflikt v Severním Irsku		
3405	1973	10	1	1		54.57634	-5.917178	Konflikt v Severním Irsku		
3406	1973	10	3	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3407	1973	10	3	1		54.467967	-6.337967	Konflikt v Severním Irsku		
3408	1973	10	12	1		54.184008	-7.360209	Konflikt v Severním Irsku		
3409	1973	10	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3410	1973	10	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3411	1973	10	28	1		54.347539	-6.656108	Konflikt v Severním Irsku		
3412	1973	10	28	1		54.83279	-7.481274	Konflikt v Severním Irsku		
3413	1973	10	29	1		54.351036	-6.26702	Konflikt v Severním Irsku		
3414	1973	10	29	1		54.414416	-6.976641	Konflikt v Severním Irsku		
3415	1973	11	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3416	1973	11	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3417	1973	11	6	1		54.192934	-6.576051	Konflikt v Severním Irsku		
3418	1973	11	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3419	1973	11	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3420	1973	11	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3421	1973	11	14	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3422	1973	11	15	1		54.077313	-6.608787	Konflikt v Severním Irsku		
3423	1973	11	18	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3424	1973	11	24	1		54.347539	-6.656108	Konflikt v Severním Irsku		
3425	1973	11	24	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3426	1973	11	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3427	1973	11	27	1		54.536706	-6.70361	Konflikt v Severním Irsku		
3428	1973	12	1	1		54.467967	-6.337967	Konflikt v Severním Irsku		
3429	1973	12	3	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3430	1973	12	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3431	1973	12	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3432	1973	12	10	1		54.208418	-5.891745	Konflikt v Severním Irsku		
3433	1973	12	15	1		54.250039	-6.703625	Konflikt v Severním Irsku		
3434	1973	12	15	1		54.794595	-7.539339	Konflikt v Severním Irsku		
3435	1973	12	17	1	1	51.500152	-0.126236	Konflikt v Severním Irsku		
3436	1973	12	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3437	1973	12	26	1		54.488506	-6.070242	Konflikt v Severním Irsku		
3438	1973	12	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3439	1973	12	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3440	1972	1	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3441	1972	1	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3442	1972	1	13	1		54.684823	-5.965868	Konflikt v Severním Irsku		
3443	1972	1	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3444	1972	1	21	1		54.250039	-6.703625	Konflikt v Severním Irsku		
3445	1972	1	26	1		54.255696	-5.948804	Konflikt v Severním Irsku		
3446	1972	1	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3447	1972	1	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3448	1972	2	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3449	1972	2	2	1	0	52.454306	13.144341	Ostatní		
3450	1972	2	2	1		54.577389	-6.677339	Konflikt v Severním Irsku		
3451	1972	2	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3452	1972	2	8	1		54.347539	-6.656108	Ostatní		
3453	1972	2	13	1		54.184008	-7.360209	Konflikt v Severním Irsku		
3454	1972	2	16	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3455	1972	2	16	1		54.479875	-6.228448	Konflikt v Severním Irsku		
3456	1972	2	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3457	1972	2	29	1		54.467967	-6.337967	Konflikt v Severním Irsku		
3458	1972	2	29	1		54.18006	-6.33393	Konflikt v Severním Irsku		
3459	1972	3	1	1		54.365171	-8.036373	Konflikt v Severním Irsku		
3460	1972	3	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3461	1972	3	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3462	1972	3	4	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3463	1972	3	8	1		54.293235	-6.842351	Konflikt v Severním Irsku		
3464	1972	3	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3465	1972	3	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
